FName str,LName str,Gender str,AreaCode int,Phone str,City str,State str,Zip int,MaritalStatus str,HasChild str,Salary int,Rate float,SingleExemp float,MarriedExemp float,ChildExemp float
,Tamesada,M,336.0,503-6966,,NC,27935.0,M,N,100000.0,7.8304195,0.0,6600.0,0.0
,Keronen,M,202.0,391-5229,WASHINGTON,DC,,,N,65000.0,9.0,,2740.0,
Tomonori,Protzen,M,617.0,302-1860,DORCHESTER CENTER,MA,2124.0,M,Y,95000.0,5.3,0.0,7150.0,1000.0
Aki,Waema,F,915.0,,SAN ANTONIO,TX,78257.0,,N,100000.0,0.0,0.0,0.0,0.0
Kazuyo,Casas,,401.0,738-1435,NEWPORT,RI,2841.0,,Y,100000.0,0.0,0.0,0.0,
Fujie,Anjan,F,302.0,153-4521,NEWARK,DE,19726.0,M,N,85000.0,5.95,0.0,220.0,
,Weatherly,M,774.0,309-7944,COTUIT,MA,2635.0,S,N,55000.0,5.3,3575.0,0.0,0.0
Gholamali,Womble,M,567.0,632-4990,WELLINGTON,OH,44090.0,M,Y,10000.0,0.8779744,0.0,2600.0,1300.0
Fouad,Devitt,F,623.0,337-2528,ROLL,AZ,85347.0,M,Y,75000.0,3.8775,,4200.0,2300.0
Yukon,,F,405.0,844-2331,WELEETKA,OK,74880.0,M,N,,6.25,,2000.0,0.0
Aspassia,Carchiolo,M,702.0,798-1940,LAS VEGAS,NV,89162.0,,N,10000.0,0.0,0.0,0.0,0.0
Surendra,,F,435.0,818-9959,TOQUERVILLE,UT,84774.0,S,N,40000.0,7.0,2475.0,0.0,0.0
Yasuma,VanScheik,F,605.0,663-8966,FULTON,SD,57340.0,M,Y,85000.0,0.0,0.0,0.0,0.0
Dentcho,Telerman,F,405.0,297-2418,,OK,,M,N,70000.0,6.25,0.0,2000.0,0.0
Mirion,Perri,M,870.0,333-4224,,AR,72842.0,S,N,45000.0,7.0,20.0,0.0,0.0
,Wheen,M,848.0,325-4122,OCEAN GATE,NJ,8740.0,S,N,95000.0,2.5828125,,0.0,0.0
Kaname,,M,301.0,936-1021,QUANTICO,MD,21856.0,S,,85000.0,4.75,,,2400.0
Youssef,Plainfosse,,605.0,789-5424,FAIRBURN,SD,57738.0,,Y,80000.0,0.0,0.0,0.0,0.0
Leni,Rosenquist,,,663-1929,GRAND VIEW,ID,,S,N,65000.0,7.8,3300.0,,0.0
,Spink,F,417.0,955-5788,,MO,65348.0,M,N,75000.0,6.0,0.0,4200.0,0.0
Xun,Talmor,M,304.0,603-3004,ACCOVILLE,WV,25606.0,M,,70000.0,,0.0,,0.0
Amol,Steenbeek,M,701.0,,MEKINOCK,ND,58258.0,M,N,95000.0,2.8569736,0.0,6600.0,0.0
Oran,Boydens,M,225.0,133-1071,FARMERVILLE,LA,71241.0,S,N,,6.0,4500.0,0.0,0.0
Yamin,Krauser,F,,508-1296,OMAK,WA,,S,,50000.0,0.0,0.0,,0.0
Rainer,Greibach,M,865.0,430-6074,PINEY FLATS,TN,37686.0,M,N,95000.0,0.0,0.0,,0.0
Mizuho,Altiok,M,425.0,218-7489,CAMANO ISLAND,WA,98282.0,M,Y,5000.0,0.0,0.0,0.0,0.0
Toine,Milewski,F,505.0,175-9787,WILLARD,NM,87063.0,M,N,55000.0,5.3,0.0,6600.0,0.0
Basuki,Benton,M,787.0,203-1181,SAN GERMAN,PR,683.0,S,N,60000.0,0.0,0.0,0.0,0.0
Suvo,Sinicrope,M,801.0,392-8420,MONA,UT,84645.0,M,Y,50000.0,7.0,0.0,4950.0,2475.0
Yida,Shelburne,F,561.0,440-6275,FORT MC COY,FL,32134.0,M,Y,5000.0,0.0,0.0,0.0,0.0
Adit,Eoyang,,218.0,210-9424,STEWART,,55385.0,S,Y,70000.0,,3300.0,0.0,3300.0
Yoshioki,Tarlescu,M,,660-2629,,MN,55387.0,M,N,60000.0,7.4572573,0.0,6600.0,0.0
Chunming,,F,860.0,,NORTH FRANKLIN,CT,6254.0,S,N,95000.0,5.0,12750.0,0.0,0.0
Toshinobu,Cabarrus,F,603.0,256-1813,BARTLETT,NH,3812.0,S,N,35000.0,,0.0,0.0,0.0
Kiyonori,Autexier,F,405.0,551-8566,GARBER,OK,73738.0,M,Y,15000.0,6.25,0.0,2000.0,1000.0
Shifu,Hirokawa,F,480.0,118-7190,MORRISTOWN,AZ,85342.0,S,N,95000.0,4.1875,2100.0,0.0,0.0
Dhruba,Tasiemski,F,651.0,124-4205,MILLVILLE,MN,55957.0,S,N,100000.0,,3300.0,0.0,0.0
Gleb,Kiesler,M,434.0,972-4480,,VA,24069.0,S,Y,,5.75,900.0,0.0,900.0
Werner,Aumann,F,573.0,687-7082,VERSAILLES,MO,65084.0,M,,10000.0,6.0,0.0,4200.0,0.0
Francis,Tolga,F,253.0,332-7717,GRANITE FALLS,WA,98252.0,M,Y,30000.0,0.0,0.0,0.0,0.0
Parke,Dowell,M,,121-3846,WASHINGTON,DC,20541.0,M,Y,45000.0,9.0,0.0,2740.0,1370.0
Kensyu,Bencher,F,859.0,900-3095,FRENCHBURG,KY,40322.0,S,N,40000.0,,20.0,0.0,0.0
Nathan,Cornard,M,406.0,400-7893,SUN RIVER,MT,59483.0,,N,55000.0,,0.0,3800.0,0.0
Viviane,Tanishita,M,217.0,,CATLIN,IL,61817.0,M,,90000.0,,0.0,4000.0,0.0
Franklin,Brownfield,F,228.0,594-5815,COAHOMA,MS,38617.0,S,Y,25000.0,5.0,6000.0,,1500.0
Deganit,Greenaway,F,314.0,169-3230,DUNNEGAN,MO,65640.0,M,Y,20000.0,,0.0,4200.0,1200.0
Valentyn,Gellersen,F,401.0,246-2130,BRISTOL,RI,2809.0,M,,10000.0,0.0,,0.0,0.0
Walther,Hillston,M,585.0,692-4936,BROOKLYN,NY,11202.0,S,N,25000.0,4.0984755,0.0,0.0,0.0
Shimei,Rauscher,F,907.0,,ANCHORAGE,AK,99513.0,S,Y,,,0.0,0.0,0.0
Alle,Brush,F,860.0,750-8810,BRANFORD,CT,6405.0,M,N,60000.0,5.0,0.0,24500.0,0.0
Isambo,,M,603.0,693-8005,NORTH SUTTON,NH,3260.0,S,N,80000.0,0.0,0.0,,0.0
Qunsheng,,M,,896-5617,PRINCETON,LA,71067.0,S,Y,40000.0,,4500.0,0.0,
Taiji,Pitsoulis,F,802.0,574-9515,BENNINGTON,VT,5201.0,S,N,25000.0,3.6,3300.0,0.0,0.0
Ardian,Sturmfels,M,504.0,797-4307,BOSSIER CITY,LA,71111.0,S,Y,30000.0,6.0,4500.0,0.0,1000.0
Sabrina,Daijavad,F,303.0,431-5206,BRIGHTON,CO,,S,Y,90000.0,4.63,0.0,0.0,0.0
Rephael,Rorvig,F,386.0,546-1672,CAPE CORAL,FL,33915.0,M,Y,,0.0,0.0,0.0,0.0
,,,303.0,156-2710,CRESTED BUTTE,CO,81224.0,M,,90000.0,4.63,,0.0,
Chienwen,Mokryn,F,775.0,998-3523,RENO,NV,89503.0,M,,,0.0,0.0,,
Carmem,Honiden,M,907.0,256-8966,MOOSE PASS,AK,99631.0,M,N,40000.0,0.0,0.0,0.0,0.0
Lalita,Crooks,,435.0,510-5261,MIDWAY,UT,84049.0,S,N,15000.0,7.0,2475.0,,0.0
Weixin,MacLachlan,M,775.0,,LAS VEGAS,NV,89103.0,S,Y,10000.0,0.0,,0.0,0.0
Spephan,MacLachlan,,505.0,252-7247,LAS CRUCES,NM,88004.0,,N,35000.0,5.3,3300.0,0.0,0.0
,Ahlsen,F,808.0,812-6138,HOLUALOA,,96725.0,M,N,15000.0,3.743421,0.0,2080.0,0.0
Chuan,Willamowski,M,678.0,345-1428,ATLANTA,GA,30355.0,M,N,55000.0,6.0,0.0,,0.0
Radu,Mikulecky,M,307.0,716-9192,CROWHEART,WY,,M,N,30000.0,0.0,0.0,0.0,
Adri,Multari,M,267.0,530-6664,BALLY,PA,,S,,80000.0,3.07,0.0,0.0,0.0
Vaduvur,Cardiff,F,740.0,322-4300,SPRINGFIELD,OH,,S,N,40000.0,1.8738205,1300.0,0.0,0.0
Marcian,,F,308.0,362-1948,HYANNIS,NE,69350.0,S,N,75000.0,6.84,103.0,0.0,0.0
Xiaoxin,Stefanini,F,701.0,,HANNAFORD,ND,,M,Y,25000.0,2.1,0.0,6600.0,3300.0
Hyunchul,Aghili,F,,177-2707,TEMPE,,,S,N,20000.0,3.0249999,2100.0,0.0,0.0
Dongho,Rhyne,M,857.0,961-9639,SOUTH HARWICH,MA,2661.0,M,Y,,5.3,0.0,7150.0,1000.0
Ursel,Joeris,M,720.0,494-3216,COLORADO SPRINGS,CO,80970.0,S,N,50000.0,,0.0,0.0,0.0
Davood,Gryl,F,253.0,860-5350,TACOMA,WA,98418.0,M,Y,30000.0,0.0,0.0,0.0,0.0
Xinxin,Boddy,M,617.0,527-7767,SOUTH WELLFLEET,MA,2663.0,S,N,10000.0,5.3,3575.0,0.0,0.0
Michiko,Paries,,608.0,208-3941,ONALASKA,WI,54650.0,S,Y,65000.0,5.575788,700.0,0.0,400.0
Seema,Weusten,F,231.0,858-9888,NEWPORT,MI,48166.0,S,,70000.0,,3100.0,0.0,0.0
Masaharu,Evett,M,772.0,702-3612,,FL,,S,Y,75000.0,0.0,0.0,0.0,0.0
Alassane,Vigna,F,787.0,141-6015,GUAYNABO,PR,966.0,M,N,20000.0,0.0,,0.0,0.0
Kishore,,M,251.0,297-8683,VINA,AL,35593.0,S,Y,,5.0,1500.0,0.0,300.0
Clemens,Alfonsin,M,505.0,240-7932,SANTO DOMINGO PUEBLO,NM,87052.0,S,Y,,5.3,3300.0,,3300.0
Sakke,Dale,F,202.0,226-8471,WASHINGTON,DC,20060.0,S,Y,30000.0,9.0,1370.0,0.0,1370.0
Ruben,Bolotov,F,323.0,134-9048,MODESTO,CA,95356.0,M,N,,9.3,0.0,174.0,0.0
,Ravishankar,F,701.0,,YPSILANTI,ND,58497.0,S,Y,80000.0,,3300.0,0.0,3300.0
Yasutaka,Streett,M,918.0,165-5674,,OK,74735.0,M,N,50000.0,,0.0,,0.0
Alper,,M,386.0,468-1141,PENNEY FARMS,FL,32079.0,M,Y,5000.0,,0.0,0.0,0.0
Jian,Leherte,F,405.0,602-8332,WASHITA,,73094.0,S,Y,,6.25,1000.0,0.0,1000.0
Mamede,McGuffin,F,206.0,766-3919,PRESCOTT,WA,,,Y,15000.0,0.0,0.0,0.0,0.0
Thoshiro,,M,731.0,522-9723,MURFREESBORO,TN,37128.0,S,N,65000.0,0.0,0.0,0.0,
Attilio,Nedjah,M,731.0,412-7055,ATWOOD,TN,38220.0,M,N,90000.0,0.0,0.0,0.0,0.0
Surapant,,M,,973-3013,VALLEY PARK,MO,63088.0,M,N,100000.0,6.0,0.0,4200.0,0.0
Shizuo,Feldmeier,F,207.0,738-1590,CANAAN,ME,4924.0,S,Y,35000.0,8.5,2850.0,0.0,2850.0
,Kain,F,307.0,,LANCE CREEK,WY,82222.0,S,,,0.0,0.0,0.0,0.0
Maury,Beounes,F,651.0,324-4488,,MN,,M,N,95000.0,7.85,0.0,6600.0,
Pernille,Whiteleather,M,571.0,207-7965,ROANOKE,VA,24040.0,M,Y,100000.0,5.75,0.0,1800.0,900.0
Biju,Klutke,F,620.0,131-5059,WILSON,KS,67490.0,S,N,5000.0,3.5,2250.0,0.0,0.0
Nazife,,M,302.0,798-5246,,DE,19906.0,S,N,75000.0,5.95,110.0,0.0,0.0
Gouhua,Nishimukai,M,801.0,427-4609,AXTELL,UT,84621.0,S,Y,40000.0,7.0,2475.0,0.0,
Ismailcem,Inamori,F,206.0,703-1772,OLALLA,WA,98359.0,S,N,55000.0,0.0,0.0,0.0,0.0
Paulina,Kroft,,775.0,190-4098,LAS VEGAS,NV,89195.0,M,Y,70000.0,0.0,0.0,0.0,0.0
Nicolai,Zingoni,,307.0,850-3925,LA BARGE,WY,83123.0,S,Y,35000.0,0.0,0.0,0.0,0.0
Wagdy,Vrecion,M,337.0,356-1027,MADISONVILLE,LA,70447.0,S,Y,85000.0,6.0,4500.0,0.0,1000.0
Jaber,Raffaeta,M,507.0,233-9290,OSSEO,MN,55311.0,M,Y,90000.0,7.85,0.0,6600.0,3300.0
,Drexl,F,940.0,993-5981,DALLAS,TX,75393.0,M,,15000.0,0.0,,0.0,0.0
Emma,Zolotykh,F,,,DORTON,KY,41520.0,M,Y,85000.0,,0.0,40.0,
Lennert,,F,401.0,669-9325,EAST PROVIDENCE,RI,2914.0,M,Y,35000.0,0.0,0.0,0.0,0.0
Ciprian,Poupard,M,701.0,760-5150,HAMILTON,ND,58238.0,M,N,30000.0,2.1034775,0.0,6600.0,0.0
Danco,Hodas,,515.0,342-3045,BRIGHTON,IA,,M,N,90000.0,8.98,0.0,80.0,0.0
Agata,Brlek,M,479.0,856-5175,MAYFLOWER,AR,72106.0,M,N,20000.0,,0.0,,0.0
,Haslam,M,203.0,,BRIDGEPORT,CT,6602.0,M,Y,60000.0,5.0,0.0,24500.0,0.0
Seungjong,Tayi,M,605.0,157-4201,WHITE OWL,SD,57792.0,M,N,70000.0,0.0,0.0,0.0,0.0
Roelof,Dubernard,F,985.0,637-4461,BOGALUSA,,,S,Y,55000.0,6.0,,0.0,1000.0
Aahok,Prahl,M,864.0,605-9457,,SC,29560.0,M,Y,10000.0,5.752432,,6600.0,3300.0
Masaski,Khalil,F,912.0,749-5997,SAINT SIMONS ISLAND,GA,31522.0,M,,100000.0,6.0,0.0,5400.0,0.0
Rashi,Racz,M,870.0,163-7627,RIVERVALE,AR,72377.0,S,Y,85000.0,7.0,20.0,0.0,20.0
,Cappelletti,F,479.0,186-3201,CLINTON,AR,72031.0,S,N,60000.0,7.0,20.0,0.0,0.0
Roch,Priestley,,860.0,396-1755,BRIDGEPORT,,6610.0,,Y,35000.0,5.0,0.0,,0.0
Egor,Batliner,M,919.0,809-5406,LINVILLE,NC,28646.0,,Y,45000.0,6.6765733,3300.0,0.0,3300.0
Jiming,Vadhan,M,720.0,654-5497,FREDERICK,CO,80530.0,S,Y,70000.0,4.63,0.0,0.0,0.0
Ewing,Tahar,M,603.0,303-1139,RUMNEY,NH,,M,N,100000.0,0.0,,0.0,0.0
Foto,Hitson,M,603.0,730-1542,CANAAN,NH,3741.0,S,N,65000.0,0.0,0.0,0.0,0.0
Nataraj,Snedden,F,401.0,655-1984,OAKLAND,RI,2858.0,S,,15000.0,0.0,,0.0,0.0
Sanjive,Wind,M,701.0,337-9938,NEKOMA,,58355.0,M,Y,55000.0,2.3932838,0.0,6600.0,
Muralidhar,Heckerman,M,,,WESTERNPORT,MD,21562.0,S,Y,35000.0,4.75,2400.0,0.0,2400.0
,Zaccaria,F,907.0,281-3365,ANCHORAGE,,99511.0,S,,90000.0,0.0,0.0,0.0,
Aiko,Nitsche,M,304.0,676-3261,RAVENCLIFF,WV,25913.0,S,N,40000.0,5.1000004,,0.0,0.0
Badrul,Narendra,M,985.0,124-6572,BUNKIE,LA,,M,Y,40000.0,6.0,0.0,9000.0,1000.0
Bharathi,Speel,,302.0,853-4580,WILMINGTON,DE,19880.0,S,N,,4.586364,110.0,,0.0
,Ackley,M,937.0,406-4135,PETTISVILLE,,43553.0,S,Y,30000.0,1.5418718,1300.0,0.0,1300.0
Manrique,Arbab,M,,916-6614,FULTON,MS,38843.0,,N,65000.0,5.0,6000.0,0.0,0.0
Liangjie,Khadilkar,F,208.0,134-1273,LOWMAN,ID,83637.0,M,Y,45000.0,7.8,0.0,6600.0,3300.0
Cholwich,Lubarsky,F,,474-5754,KANSASVILLE,WI,53139.0,M,Y,70000.0,5.6626635,0.0,1400.0,
Georgette,Durre,M,910.0,453-6687,SEABOARD,NC,27876.0,S,Y,75000.0,7.305944,3300.0,0.0,3300.0
Wasfi,Kalyanakrishnan,,,343-5117,MORRIS PLAINS,NJ,7950.0,S,N,25000.0,1.4788542,,,0.0
,,M,505.0,505-5405,PIE TOWN,NM,87827.0,M,Y,75000.0,5.3,0.0,,3300.0
Vasilios,Quinlan,F,775.0,401-3473,RENO,NV,89501.0,M,N,45000.0,0.0,0.0,0.0,0.0
Hanpei,Demleitner,F,,295-6249,WASHINGTON,DC,20350.0,M,N,95000.0,9.0,0.0,2740.0,0.0
Marti,Pataki,M,740.0,857-8238,KALIDA,OH,45853.0,M,N,45000.0,2.039795,,2600.0,0.0
Tsunetoshi,Lehoczky,F,301.0,299-7979,,,21701.0,S,N,25000.0,4.75,2400.0,0.0,
,Chamillard,F,406.0,884-7833,,MT,59108.0,S,N,65000.0,6.9,1900.0,0.0,
Yuval,Karatsu,F,781.0,304-5417,RUTLAND,MA,1543.0,M,Y,55000.0,5.3,0.0,7150.0,1000.0
Shaw,Kingdon,M,401.0,439-8354,PRUDENCE ISLAND,RI,2872.0,M,,90000.0,0.0,0.0,0.0,
Yoshiharu,Ohmori,,907.0,220-7402,ANDERSON,AK,99744.0,S,Y,5000.0,0.0,0.0,0.0,0.0
Piraye,Laguitton,F,907.0,711-1571,SOUTH NAKNEK,AK,99670.0,,N,40000.0,0.0,,0.0,0.0
Fumitake,Morvan,,361.0,423-8077,PONDER,TX,76259.0,,Y,60000.0,0.0,,,0.0
Xiaopeng,Balfanz,F,507.0,132-2531,MINNEAPOLIS,MN,,M,N,45000.0,6.6568303,0.0,6600.0,0.0
Hironao,Telerman,F,775.0,878-2990,LAS VEGAS,NV,89146.0,S,,70000.0,0.0,0.0,0.0,0.0
Jyhjong,Bals,F,302.0,118-1749,LINCOLN,DE,19960.0,S,,70000.0,5.95,110.0,0.0,0.0
Hannah,Mittra,M,907.0,893-4244,TANANA,AK,99777.0,M,Y,5000.0,0.0,0.0,0.0,0.0
,Yabe,M,985.0,146-5642,MANSURA,,71350.0,,Y,,6.0,4500.0,,1000.0
Hessam,Tramer,M,208.0,997-6821,SHOSHONE,ID,83352.0,M,Y,,7.8,0.0,6600.0,3300.0
Judee,Chikaraishi,F,414.0,644-2890,BANGOR,WI,54614.0,,N,60000.0,5.488912,0.0,1400.0,0.0
Yojiro,Rosenquist,F,608.0,452-8827,LUXEMBURG,WI,54217.0,S,N,80000.0,5.836415,700.0,0.0,0.0
Rudi,Gentner,F,208.0,718-9955,CRAIGMONT,ID,83523.0,S,Y,60000.0,7.8,3300.0,,3300.0
,Domenig,F,405.0,233-2701,OSCAR,OK,73561.0,S,Y,85000.0,6.25,1000.0,0.0,1000.0
Hannie,,F,,,HARTSEL,CO,80449.0,M,Y,75000.0,4.63,0.0,0.0,0.0
Hansjurgen,Elsanadidi,M,,,YOUNGTOWN,AZ,85363.0,S,N,55000.0,3.5674999,2100.0,0.0,0.0
,Sloope,M,864.0,,CLINTON,SC,29325.0,M,N,,7.0,0.0,6600.0,0.0
Darwin,Paillier,M,319.0,295-5926,ALBION,IA,50005.0,S,Y,,7.111101,40.0,0.0,40.0
Barbee,Apostopopoulos,F,561.0,,PORT CHARLOTTE,FL,33952.0,S,,,0.0,0.0,0.0,
Grigore,Petrounias,F,808.0,833-1170,HONOLULU,HI,96839.0,S,Y,,8.25,1040.0,0.0,1040.0
Gajanana,Gahlot,M,703.0,696-3215,SANDY LEVEL,VA,24161.0,M,Y,65000.0,5.75,0.0,1800.0,900.0
Cristine,Cavalloro,F,980.0,,GREENSBORO,NC,27405.0,M,N,90000.0,7.6206293,0.0,,0.0
Devesh,Kayser,M,479.0,,FRANKLIN,AR,72536.0,S,N,15000.0,3.773037,20.0,0.0,0.0
Filipe,Sereno,M,,785-5565,HUNTINGTON,OR,97907.0,S,N,85000.0,9.0,159.0,0.0,0.0
Murad,Anjur,F,256.0,193-2530,CHILDERSBURG,,35044.0,,N,80000.0,5.0,1500.0,0.0,0.0
Sanjay,Wixon,M,308.0,131-5457,,NE,69027.0,M,Y,,4.7976766,0.0,206.0,103.0
Christopher,Billaud,M,337.0,662-1439,KRAEMER,LA,70371.0,M,Y,35000.0,6.0,0.0,9000.0,1000.0
Tuong,Poch,,701.0,661-4197,FARGO,ND,58121.0,M,N,65000.0,2.5092063,0.0,6600.0,0.0
,Suermann,M,603.0,282-5831,SPOFFORD,NH,3462.0,S,Y,10000.0,0.0,0.0,0.0,0.0
,Drenick,F,719.0,257-4032,FORT COLLINS,CO,80528.0,S,N,70000.0,4.63,0.0,0.0,0.0
Harris,Press,F,252.0,333-8228,DURHAM,NC,27705.0,M,,80000.0,7.410839,0.0,6600.0,0.0
Sefeng,Kragelund,F,530.0,924-8455,CALIPATRIA,CA,92233.0,S,N,90000.0,,87.0,0.0,
Deron,Rayne,M,803.0,669-8729,ARCADIA,SC,29320.0,M,Y,70000.0,7.0,0.0,6600.0,
Hui,,F,603.0,604-1030,,,3887.0,M,N,80000.0,0.0,,0.0,
Nagesh,Tzannes,F,802.0,753-8741,EAST SAINT JOHNSBURY,VT,5838.0,S,N,65000.0,,3300.0,0.0,
Temple,Smithline,,605.0,256-2958,REVA,SD,57651.0,M,N,80000.0,0.0,0.0,,0.0
Jinseok,Kleyle,,207.0,325-9317,BROOKLIN,ME,4616.0,S,Y,10000.0,4.5857663,2850.0,0.0,2850.0
Pnina,,M,775.0,,HENDERSON,NV,89014.0,,N,90000.0,0.0,0.0,0.0,0.0
Ceon,,M,859.0,618-9186,KRYPTON,KY,41754.0,S,N,30000.0,3.5,20.0,0.0,0.0
Fadila,Perng,M,,608-6347,MEMPHIS,TN,37544.0,M,N,70000.0,0.0,0.0,0.0,0.0
Sitvanit,Vongsathorn,M,541.0,396-6175,PORTLAND,OR,97281.0,M,Y,95000.0,9.0,0.0,318.0,159.0
Susann,Faletti,,,152-7176,LEONORE,IL,61332.0,S,N,100000.0,3.0,2000.0,0.0,0.0
Meyer,Alfredsen,M,603.0,561-3913,,NH,3259.0,S,,5000.0,0.0,0.0,0.0,
Wiebe,Sagonas,F,484.0,618-2932,LANCASTER,PA,17603.0,S,N,50000.0,3.07,0.0,0.0,0.0
Lode,McFarlane,,251.0,466-9253,BUHL,AL,35446.0,S,N,60000.0,5.0,1500.0,0.0,0.0
Yinong,Byoun,F,,887-4583,,ME,4116.0,S,Y,75000.0,8.5,2850.0,0.0,2850.0
Roseli,Velasevic,M,406.0,836-5303,WHITLASH,MT,59545.0,S,Y,65000.0,6.9,1900.0,0.0,1900.0
Buenaventura,Frauenstein,F,208.0,100-7115,,,83209.0,S,N,5000.0,2.6903439,,0.0,0.0
Cyrille,Reuter,M,307.0,,ETNA,WY,83118.0,M,Y,90000.0,,0.0,0.0,0.0
Penny,Sereno,F,231.0,494-4380,GROSSE ILE,MI,48138.0,S,Y,65000.0,3.9,3100.0,0.0,3100.0
Dongxing,Capucciati,F,,354-4460,TROUTVILLE,PA,15866.0,S,N,35000.0,3.07,0.0,0.0,
Lhouari,Deo,F,620.0,526-5599,,KS,67567.0,M,N,90000.0,6.45,0.0,4500.0,0.0
Haya,Sanada,F,,752-3061,IDAHO FALLS,ID,,S,N,20000.0,6.948391,3300.0,0.0,0.0
Husheng,Garnier,F,787.0,261-2879,SAN JUAN,PR,902.0,M,Y,65000.0,0.0,0.0,0.0,0.0
Herwig,Undy,M,574.0,581-8204,WARSAW,IN,46580.0,M,Y,70000.0,3.4,0.0,2000.0,1000.0
Pascal,Lumbreras,M,207.0,337-8971,PORTLAND,ME,4102.0,S,N,30000.0,8.5,2850.0,0.0,0.0
Raven,Hoppenstand,M,208.0,135-6929,SAINT ANTHONY,,83445.0,S,,95000.0,7.8,3300.0,0.0,0.0
Ashok,Siromoney,,939.0,900-7646,SAN ANTONIO,PR,690.0,S,Y,35000.0,0.0,0.0,,0.0
Xuejun,Sherertz,,202.0,350-7365,WASHINGTON,DC,20301.0,S,,65000.0,9.0,1370.0,0.0,1370.0
Matts,Worm,F,208.0,909-3839,COBALT,,83229.0,M,,20000.0,6.948391,0.0,6600.0,0.0
Jolly,Mancey,,802.0,763-1010,LYNDON,VT,5849.0,,N,40000.0,3.800944,,6600.0,0.0
Theodor,Podkolzin,M,802.0,175-8272,EAST ARLINGTON,VT,5252.0,M,Y,,4.4972854,0.0,6600.0,3300.0
Kriton,Paetzold,M,708.0,550-6579,NORTHBROOK,IL,60065.0,S,N,50000.0,3.0,2000.0,0.0,0.0
,Vural,F,315.0,892-1004,LINCOLNDALE,NY,10540.0,,Y,20000.0,4.0695124,0.0,0.0,1000.0
Elfriede,Ormicki,M,308.0,674-5743,LIBERTY,NE,68381.0,S,Y,90000.0,6.84,103.0,0.0,103.0
Sigehito,,F,216.0,816-2753,,OH,43524.0,M,N,20000.0,1.2099231,0.0,2600.0,0.0
Stelios,,F,843.0,349-1097,SPARTANBURG,SC,29302.0,M,Y,85000.0,7.0,0.0,6600.0,3300.0
Maryse,Gorn,F,931.0,421-1364,MEMPHIS,TN,38168.0,S,N,,0.0,0.0,0.0,0.0
Yuzo,Grun,M,810.0,286-1854,,,48827.0,M,Y,65000.0,3.9,0.0,6200.0,3100.0
,Shiouchi,M,202.0,572-4039,WASHINGTON,,,M,N,35000.0,9.0,0.0,2740.0,0.0
Rabinder,Haldar,M,,944-7218,BLACK HAWK,,80422.0,S,N,65000.0,4.63,0.0,0.0,0.0
Kazutaka,Brodsky,M,,,BEL AIR,MD,21015.0,S,N,35000.0,4.75,2400.0,0.0,0.0
France,Hambury,M,832.0,,ABILENE,TX,79606.0,M,N,55000.0,0.0,0.0,0.0,
Wei,Schwartzel,F,505.0,734-8200,FRUITLAND,NM,87416.0,S,Y,80000.0,,3300.0,0.0,3300.0
Sofya,Peha,M,302.0,188-2735,WILMINGTON,DE,19803.0,,N,10000.0,2.540909,,220.0,0.0
Itzchak,Hixon,M,708.0,122-4668,ALPHA,IL,61413.0,S,,95000.0,3.0,2000.0,0.0,0.0
Munenori,Koldinger,,307.0,985-8831,GILLETTE,WY,82716.0,M,Y,80000.0,,0.0,0.0,0.0
Aristides,Krotopoulou,M,701.0,,PETERSBURG,ND,58272.0,S,Y,90000.0,2.7990127,3300.0,0.0,3300.0
Danu,,F,863.0,429-3484,GONZALEZ,FL,32560.0,M,N,35000.0,,0.0,,
Gesine,Bernhard,F,,952-5726,BEAUFORT,SC,29905.0,S,N,100000.0,7.0,3300.0,0.0,0.0
,Bittan,F,701.0,366-3592,HATTON,ND,58240.0,M,Y,,2.6251287,0.0,6600.0,3300.0
Kihyun,Rikino,M,515.0,161-7009,MINBURN,IA,50167.0,M,Y,55000.0,8.65488,,80.0,40.0
Nir,,F,630.0,,CHICAGO,IL,60645.0,S,,,3.0,2000.0,0.0,0.0
Kazuyasu,Kawakami,M,641.0,135-1453,HARPERS FERRY,IA,,M,N,100000.0,8.98,0.0,80.0,0.0
Lonnie,,M,858.0,530-1167,CALPELLA,CA,95418.0,,Y,60000.0,9.3,0.0,174.0,272.0
Joaquim,Perring,,808.0,204-1390,,HI,96746.0,S,Y,,8.25,1040.0,0.0,1040.0
Weikai,Tsigas,F,443.0,309-3276,GAITHERSBURG,MD,20877.0,M,N,45000.0,4.75,0.0,4800.0,0.0
Romuald,Clamen,F,620.0,640-1733,WICHITA,KS,67227.0,,,35000.0,6.45,0.0,4500.0,2250.0
Duri,Good,M,601.0,133-8553,LOUISE,MS,39097.0,M,,,5.0,0.0,12000.0,0.0
,Brodie,F,304.0,472-4282,FOLLANSBEE,WV,,M,N,75000.0,,0.0,,0.0
,Riitters,F,320.0,200-5964,MARINE ON SAINT CROIX,,55047.0,M,N,25000.0,5.5895944,0.0,6600.0,0.0
Yatsuka,Vrsalovic,M,339.0,901-6107,LEXINGTON,MA,2420.0,S,,25000.0,5.3,,0.0,1000.0
Jeretta,,F,217.0,339-8122,DUNFERMLINE,,61524.0,S,N,40000.0,3.0,2000.0,0.0,0.0
Grazia,Montemayor,F,574.0,998-9736,TERRE HAUTE,,47805.0,,N,40000.0,3.4,1000.0,0.0,0.0
